"2012/02518/TREE","07/08/2012","10 Finlay Street London SW6 6HD","Rear garden - Crown reduce Robinia by 30% , tree satnds 2.5 away from house (Amended Specification 1...","Application Lapsed (No Further Action)",""
"2012/02474/DET","07/08/2012","Ashlar Court Ravenscourt Gardens London W6 0TU","Details of a demolition method statement and construction management plan in compliance with conditi...","Application Approved",""
"2012/02467/FUL","06/08/2012","1 Leysfield Road London W12 9JF","Installation of an external wheelchair lift at lower ground floor level to rear elevation; creation ...","Application Approved",""
"2012/02517/TREE","03/08/2012","70 Sterndale Road London W14 0HU","Rear garden Twisted Willow prune back to existing size.","Application Lapsed (No Further Action)",""
"2012/02565/TREE","02/08/2012","Guinness Trust Buildings Fulham Palace Road London W6 8BQ","Communal gardens please see attached.","Application Lapsed (No Further Action)",""
"2012/02515/TREE","02/08/2012","52 Ravenscourt Gardens London W6 0TU","Rear garden Sycamore crown reduce by 20% and crown thin.","Application Lapsed (No Further Action)",""
"2012/02464/FUL","02/08/2012","12 Stevenage Road London SW6 6ES","Erection of a single storey rear extension, to the side and rear of the existing back addition, foll...","Application Approved",""
"2012/02538/FUL","01/08/2012","663B Fulham Road London SW6 5PZ","Erection of 1.2m high balustrade, including 1.8m high privacy screen, around flat roof on top of the...","Application Approved",""
"2012/02537/TREE","01/08/2012","28 Westcroft Square London W6 0TD","Rear garden Avocado fell.","Application Lapsed (No Further Action)",""
"2012/02524/FUL","31/07/2012","131 Wandsworth Bridge Road London SW6 2TT","Change of use from shop storage (class A1) to 1x 2 bedroom flat and 1x 1 bedroom flat (class C3); er...","Application Refused",""
"2012/02509/TREE","31/07/2012","115 Brackenbury Road London W6 0BQ","Rear garden Prunus Kanzan fell.","Application Lapsed (No Further Action)",""
"2012/02504/TREE","31/07/2012","Chivas House 72 Chancellors Road London W6 9RS","Courtyard False Acacia x 4 crown thin and crown height by 2.5m back to previous pruning points.","Application Lapsed (No Further Action)",""
"2012/02270/TREE","31/07/2012","50 Caithness Road London W14 0JD","Front garden. Crab apple, fell.","Application Lapsed (No Further Action)",""
"2012/02536/TREE","27/07/2012","8 Fernhurst Road London SW6 7JW","Rear garden Atlantic Cedar fell.","Application Lapsed (No Further Action)",""
"2012/02445/FUL","27/07/2012","Flat A First Floor 103 Kenyon Street London SW6 6LA","Conversion of existing garage at ground floor level into an additional room; erection of a side exte...","Application Approved",""
"2012/02389/TREE","26/07/2012","Flat A Basement 9 Godolphin Road London W12 8JE","Rear garden. 1) Eucalyptus, reduce in height by 2 metres. 2) Damson, reduce by 20% and cut back away...","Application Lapsed (No Further Action)",""
"2012/02372/FUL","25/07/2012","Flat Basement 20B Gwendwr Road London W14 9BG","Erection of a single storey rear extension at basement level; relocation of external staircase betwe...","Application Approved",""
"2012/02397/FUL","24/07/2012","22 Bradmore Park Road London W6 0DT","Change of use of ground floor level and adjacent land from offices (Classes A2 and B1) to a two bedr...","Application Approved",""
"2012/02396/TREE","24/07/2012","Loris Road Community Garden Batoum Gardens London","Community Garden. 1) Zelkova Japan Elm, reduce crown by 25%, 3m off northern side and 1.5m off rest ...","Application Lapsed (No Further Action)",""
"2012/02415/VAR","20/07/2012","Hammersmith Palais 242 Shepherd's Bush Road London W6 7NL","Variation of condition 24 of planning permission ref: 2011/03333/FUL granted  13th February 2012 to ...","Pending Decision",""
"2012/02328/FUL","20/07/2012","53 Caithness Road London W14 0JD","Erection of a single storey rear extension, to the side and rear of the existing back addition; Exca...","Application Approved",""
"2012/02315/DET","19/07/2012","347 New King's Road London SW6 4RJ","Submission of details pursuant to condition 3 (materials) of planning application ref: 2009/02672/FU...","Application Approved",""
"2012/02312/CAC","19/07/2012","Rear Of 184 New King's Road London SW6 4NF","Demolition of the existing garage.","Application Approved",""
"2012/02311/FUL","19/07/2012","Rear Of 184 New King's Road London SW6 4NF","Demolition of the existing garage and construction of a three storey plus-basement dwelling house; p...","Application Approved",""
"2012/02301/TREE","19/07/2012","99 Harbord Street London SW6 6PN","Rear garden. 1) Apple, fell to ground level and treat stump. 2) Cherry, reduce and re-shape by 20% a...","Application Lapsed (No Further Action)",""
"2012/02380/ACTS","16/07/2012","London Underground Bridges D81a And D81b Spanning Studland Street London W6 0LY","Application for prior approval of permitted development works under Part 11 of the Town and Country ...","Application Approved",""
"2012/02282/FUL","12/07/2012","Ground Floor 143 Goldhawk Road London W12 8EN","Erection of a single storey extension at upper ground floor level to the side of the main building; ...","Application Refused",""
"2012/02212/DET","11/07/2012","Lyric Theatre Hammersmith Lyric Square London W6 0QL","Submission of details of noise assessment pursuant to condition 3; access pursuant to condition 5;  ...","Application Approved",""
"2012/02209/CAC","11/07/2012","St Stephens C Of E Primary School Uxbridge Road And 6 Lime Grove London W12","Demolition of 6 Lime Grove to facilitate the erection of a three storey detached building fronting L...","Application Approved",""
"2012/02208/FUL","11/07/2012","St Stephens C Of E Primary School Uxbridge Road And 6 Lime Grove London W12","Erection of a three storey detached building fronting Lime Grove plus associated landscaping, for us...","Application Approved",""
"2012/02205/TREE","10/07/2012","46 Atwood Road London W6 0HX","Rear garden. Pear tree, fell to ground level.","Application Lapsed (No Further Action)",""
"2012/02195/TREE","10/07/2012","14 Chipstead Street London SW6 3SS","Rear garden. Palm tree, remove.","Application Lapsed (No Further Action)",""
"2012/02192/TREE","10/07/2012","2 Brookville Road London SW6 7BJ","Rear garden. Holly, fell and replant with at least one silver birch.","Application Lapsed (No Further Action)",""
"2012/02183/DET","09/07/2012","Garages Adjoining 2 Bagley's Lane London SW6 2AT","Submission of details of desktop study, site investigation scheme, intrusive investigation and risk ...","Application Approved",""
"2012/02178/FR3","09/07/2012","1 - 48 Sulgrave Gardens London W6 7RA","Conversion of vacant caretaker's office to 1x3 bed flat including alterations to the external elevat...","Application Approved",""
"2012/02191/TREE","05/07/2012","24 Stevenage Road London SW6 6ES","Rear Garden. Prunus Kanzan. Fell to ground and remove stump.","Application Lapsed (No Further Action)",""
"2012/02233/NMAT","03/07/2012","Imperial Wharf Townmead Road London SW6 2RG","Non-Material Minor Amendment to planning permission ref: 2007/03299/RES granted 7th November 2007 fo...","Application Withdrawn",""
"2012/02117/FUL","03/07/2012","5 Albion Mews London W6 0JQ","Erection of a single storey rear extension.","Application Approved",""
"2012/02056/FUL","27/06/2012","90 Inglethorpe Street London SW6 6NX","Installation of new dormer window into existing rear roof extension; erection of a rear extension at...","Application Approved",""
"2012/01997/FUL","22/06/2012","36 Leysfield Road London W12 9JF","Erection of a two storey plus-basement extension, to the side of the main building.","Application Approved",""
"2012/01990/FUL","15/06/2012","61 And 67 Harbord Street London SW6 6PL","Erection of a rear roof extension including the erection of a rear extension at second floor level, ...","Application Approved",""
"2012/02007/DET","13/06/2012","279 Lillie Road London SW6 7LL","Submission of details materials pursuant to conditions 3 & 7; details of landscaping pursuant to con...","Application Approved",""
"2012/01991/FUL","13/06/2012","44 Lillie Road London SW6 1TN","Creation of a crossover.","Application Approved",""
"2012/01820/FR3","12/06/2012","73 Moore Park Road London SW6 2HH","Change of use of the ground floor and basement from retail (Use Class A1) to residential (Use Class ...","Application Approved",""
"2012/01859/DET","08/06/2012","Land Bounded By Imperial Road And Fulham Gasworks And Railway Line And Imperial Wharf J2 (Chelsea Creek) Imperial Road London  SW6","Submission of details of typical bays pursuant to condition 64 for Blocks J2, B, C, D and E of plann...","Application Approved",""
"2012/01767/CLE","07/06/2012","127 Rylston Road London SW6 7HP","Retention of a rear boundary wall.","Application Approved",""
"2012/01774/DET","28/05/2012","370 Goldhawk Road London W6 0XF","Submission of details of materials pursuant to condition 5; details of soft landscaping pursuant to ...","Application Approved",""
"2012/01598/FUL","22/05/2012","124 - 126 Shepherd's Bush Road London W6 7PD","Change of use from hotel (Use Class C1) to 10 no. self contained flats (Use Class C3); erection of a...","Application Approved",""
"2012/01470/FUL","10/05/2012","Flat A Basement 82 And 84 Edith Road London W14 9AR","Erection of a single storey rear extension, to the side of the existing back addition to lower groun...","Application Approved",""
"2012/01430/LBC","08/05/2012","Godolphin And Latymer School Iffley Road London W6 0PG","Erection of two dormer windows on the existing front roof slope; installation of 2 no. velux windows...","Pending Decision",""
"2012/01358/FUL","30/04/2012","Site Of The Fomer Favourite Public House 27 St Ann's Road London W11 4ST","Redevelopment by the erection of a part five, part six storey building comprising 84 student housing...","Application Approved",""
"2012/01271/FUL","24/04/2012","146 Wandsworth Bridge Road London SW6 2UH","The retention of timber fencing and decking enclosing the front forecourt area to facilatate its use...","Application Approved",""
"2012/01328/VAR","18/04/2012","Griffin House 161 Hammersmith Road London W6 8BS","Variation of Condition 2 of planning permission 2011/04026/FUL granted 16 February 2012 for the erec...","Application Approved",""
"2012/00895/FUL","16/03/2012","Unit 22  West 12 Shopping Centre Shepherd's Bush Green London W12 8PH","Change of use from retail (Class A1) to hot food takeaway (Class A5) including alterations to the sh...","Pending Decision",""
"2012/00862/FUL","14/03/2012","Units 20-21 West 12 Shopping Centre Shepherds Bush Green London  W12 8PH","Change of use from a hot food takeaway (Class A5) and restaurant (Class A3) to shop (Class A1) inclu...","Pending Decision",""
"2011/03944/DET","09/12/2011","49 - 68 Sulgrave Gardens London W6 7RB","Submission of details of typical bays of each building type pursuant to condition 25; details of no ...","Application Approved",""
"2011/03625/DET","09/11/2011","Imperial Wharf Townmead Road London","Submission of details of landscaping pursuant to condition 2; details of landscaping management purs...","Application Withdrawn",""
"2011/03593/VAR","04/11/2011","Block J2 Imperial Wharf Townmead Road London","Variation of Condition 11 of Planning Permission 2010/01187/FUL, granted 02 August 2011 to allow a m...","Application Withdrawn",""
"2011/03419/FUL","26/10/2011","70 - 72 Hammersmith Bridge Road London W6 9DB","Redevelopment of the site by the erection of a new part single / part two / part three / part four s...","Application Approved",""
"2011/03489/NMAT","24/10/2011","Imperial Wharf Townmead Road London","Non-Material Minor Amendment to Planning Permission 2010/01187/FUL granted 2nd August 2011 to add Co...","Application Withdrawn",""
"2011/03653/LBC","17/10/2011","Sacred Heart High School 212 Hammersmith Road London W6 7DG","Internal alterations associated with the use of former convent accommodation for educational use, in...","Application Approved",""
"2011/02850/ADV","08/09/2011","Network Rail Land C/o Latimer Road Westway London","Erection of a free-standing 32m high advertisement tower displaying two internally illuminated adver...","Application Refused",""
"2011/01824/LBC","13/06/2011","Fulham Cross School Munster Road London SW6 6AS","Replace double action doors on the internal staircase and communal corridors within the main school ...","Application Approved",""
"2011/01743/DET","03/06/2011","Block J1 Imperial Wharf Townmead Road London","Submission of detailed plans and details of the materials to be used in the construction of the hard...","Application Approved",""
"2011/01438/DET","16/05/2011","26 - 28 Hammersmith Grove London W6 7AW","Submission of details pursuant to Condition 11 (Contamination) of Planning Permission 2010/03389/FUL...","Application Approved",""
